seq_0	db_seq_162	100.000	5	0	0	332	336	7	11	612	10.4
seq_0	db_seq_162	100.000	5	0	0	309	313	10	14	612	10.4
seq_0	db_seq_162	87.500	8	1	0	386	393	11	18	612	10.4
seq_0	db_seq_162	100.000	5	0	0	128	132	16	12	612	10.4
seq_0	db_seq_151	100.000	20	0	0	291	310	1	20	2.81e-06	38.1
seq_0	db_seq_151	100.000	11	0	0	11	21	1	11	0.28	21.4
seq_0	db_seq_151	100.000	11	0	0	50	60	11	1	0.28	21.4
seq_0	db_seq_151	100.000	10	0	0	211	220	1	10	1.0	19.6
seq_0	db_seq_151	100.000	7	0	0	123	129	15	9	47	14.0
seq_0	db_seq_151	83.333	12	0	2	240	249	13	2	612	10.4
seq_0	db_seq_151	100.000	5	0	0	322	326	2	6	612	10.4
seq_0	db_seq_151	100.000	5	0	0	365	369	11	7	612	10.4
seq_0	db_seq_149	100.000	20	0	0	11	30	1	20	2.81e-06	38.1
seq_0	db_seq_149	100.000	20	0	0	41	60	20	1	2.81e-06	38.1
seq_0	db_seq_149	100.000	12	0	0	139	150	9	20	0.079	23.3
seq_0	db_seq_149	100.000	12	0	0	179	190	9	20	0.079	23.3
seq_0	db_seq_149	100.000	12	0	0	221	232	20	9	0.079	23.3
seq_0	db_seq_149	100.000	12	0	0	101	112	20	9	0.079	23.3
seq_0	db_seq_149	100.000	11	0	0	291	301	1	11	0.28	21.4
seq_0	db_seq_149	100.000	10	0	0	211	220	1	10	1.0	19.6
seq_0	db_seq_149	100.000	10	0	0	261	270	11	20	1.0	19.6
seq_0	db_seq_149	100.000	6	0	0	155	160	13	8	170	12.2
seq_0	db_seq_149	100.000	6	0	0	442	447	14	9	170	12.2
seq_0	db_seq_149	100.000	6	0	0	342	347	14	9	170	12.2
seq_0	db_seq_149	100.000	6	0	0	164	169	9	14	170	12.2
seq_0	db_seq_149	100.000	6	0	0	404	409	9	14	170	12.2
seq_0	db_seq_149	100.000	6	0	0	2	7	14	9	170	12.2
seq_0	db_seq_149	100.000	6	0	0	46	51	10	15	170	12.2
seq_0	db_seq_149	100.000	6	0	0	106	111	10	15	170	12.2
seq_0	db_seq_149	100.000	6	0	0	226	231	10	15	170	12.2
seq_0	db_seq_149	100.000	6	0	0	180	185	15	10	170	12.2
seq_0	db_seq_149	100.000	6	0	0	140	145	15	10	170	12.2
seq_0	db_seq_149	100.000	6	0	0	20	25	15	10	170	12.2
seq_0	db_seq_149	100.000	5	0	0	245	249	6	2	612	10.4
seq_0	db_seq_149	100.000	5	0	0	322	326	2	6	612	10.4
seq_0	db_seq_149	100.000	5	0	0	365	369	11	7	612	10.4
seq_0	db_seq_149	100.000	5	0	0	63	67	12	8	612	10.4
seq_0	db_seq_149	100.000	5	0	0	261	265	14	10	612	10.4
seq_0	db_seq_149	100.000	5	0	0	2	6	11	15	612	10.4
seq_0	db_seq_149	100.000	5	0	0	405	409	15	11	612	10.4
seq_0	db_seq_149	100.000	5	0	0	165	169	15	11	612	10.4
seq_0	db_seq_149	100.000	5	0	0	342	346	11	15	612	10.4
seq_0	db_seq_149	100.000	5	0	0	442	446	11	15	612	10.4
seq_0	db_seq_144	100.000	20	0	0	211	230	1	20	2.81e-06	38.1
seq_0	db_seq_144	100.000	12	0	0	21	32	20	9	0.079	23.3
seq_0	db_seq_144	92.857	14	1	0	141	154	20	7	0.28	21.4
seq_0	db_seq_144	100.000	10	0	0	11	20	1	10	1.0	19.6
seq_0	db_seq_144	100.000	10	0	0	291	300	1	10	1.0	19.6
seq_0	db_seq_144	100.000	10	0	0	51	60	10	1	1.0	19.6
seq_0	db_seq_144	100.000	10	0	0	41	50	11	20	1.0	19.6
seq_0	db_seq_144	100.000	10	0	0	101	110	11	20	1.0	19.6
seq_0	db_seq_144	100.000	10	0	0	261	270	20	11	1.0	19.6
seq_0	db_seq_144	100.000	10	0	0	181	190	20	11	1.0	19.6
seq_0	db_seq_144	100.000	5	0	0	245	249	6	2	612	10.4
seq_0	db_seq_144	100.000	5	0	0	322	326	2	6	612	10.4
seq_0	db_seq_144	100.000	5	0	0	29	33	9	13	612	10.4
seq_0	db_seq_144	100.000	5	0	0	442	446	20	16	612	10.4
seq_0	db_seq_144	100.000	5	0	0	20	24	16	20	612	10.4
seq_0	db_seq_144	100.000	5	0	0	342	346	20	16	612	10.4
seq_0	db_seq_144	100.000	5	0	0	140	144	16	20	612	10.4
seq_0	db_seq_144	100.000	5	0	0	165	169	16	20	612	10.4
seq_0	db_seq_144	100.000	5	0	0	180	184	16	20	612	10.4
seq_0	db_seq_144	100.000	5	0	0	227	231	20	16	612	10.4
seq_0	db_seq_144	100.000	5	0	0	107	111	20	16	612	10.4
seq_0	db_seq_144	100.000	5	0	0	405	409	16	20	612	10.4
seq_0	db_seq_144	100.000	5	0	0	47	51	20	16	612	10.4
seq_0	db_seq_144	100.000	5	0	0	2	6	20	16	612	10.4
seq_0	db_seq_137	100.000	20	0	0	151	170	1	20	2.81e-06	38.1
seq_0	db_seq_137	100.000	10	0	0	441	450	20	11	1.0	19.6
seq_0	db_seq_137	100.000	10	0	0	341	350	20	11	1.0	19.6
seq_0	db_seq_137	100.000	10	0	0	401	410	11	20	1.0	19.6
seq_0	db_seq_137	100.000	10	0	0	1	10	20	11	1.0	19.6
seq_0	db_seq_137	83.333	18	2	1	107	123	19	2	13	15.9
seq_0	db_seq_137	84.615	13	2	0	249	261	16	4	47	14.0
seq_0	db_seq_137	100.000	7	0	0	316	322	10	16	47	14.0
seq_0	db_seq_137	100.000	7	0	0	138	144	13	19	47	14.0
seq_0	db_seq_137	100.000	7	0	0	178	184	13	19	47	14.0
seq_0	db_seq_137	100.000	7	0	0	227	233	19	13	47	14.0
seq_0	db_seq_137	100.000	6	0	0	48	53	5	10	170	12.2
seq_0	db_seq_137	100.000	6	0	0	18	23	10	5	170	12.2
seq_0	db_seq_137	100.000	6	0	0	63	68	6	11	170	12.2
seq_0	db_seq_137	88.889	9	1	0	187	195	12	20	170	12.2
seq_0	db_seq_137	88.889	9	1	0	36	44	20	12	170	12.2
seq_0	db_seq_137	100.000	6	0	0	19	24	14	19	170	12.2
seq_0	db_seq_137	100.000	6	0	0	47	52	19	14	170	12.2
seq_0	db_seq_137	100.000	5	0	0	287	291	2	6	612	10.4
seq_0	db_seq_137	100.000	5	0	0	58	62	6	2	612	10.4
seq_0	db_seq_137	81.818	11	2	0	99	109	15	5	612	10.4
seq_0	db_seq_137	100.000	5	0	0	3	7	5	9	612	10.4
seq_0	db_seq_137	100.000	5	0	0	404	408	9	5	612	10.4
seq_0	db_seq_137	100.000	5	0	0	108	112	5	9	612	10.4
seq_0	db_seq_137	100.000	5	0	0	228	232	5	9	612	10.4
seq_0	db_seq_137	100.000	5	0	0	179	183	9	5	612	10.4
seq_0	db_seq_137	100.000	5	0	0	164	168	9	5	612	10.4
seq_0	db_seq_137	100.000	5	0	0	139	143	9	5	612	10.4
seq_0	db_seq_137	100.000	5	0	0	343	347	5	9	612	10.4
seq_0	db_seq_137	100.000	5	0	0	443	447	5	9	612	10.4
seq_0	db_seq_137	100.000	5	0	0	76	80	10	14	612	10.4
seq_0	db_seq_137	100.000	5	0	0	196	200	10	14	612	10.4
seq_0	db_seq_137	100.000	5	0	0	376	380	10	14	612	10.4
seq_0	db_seq_137	100.000	5	0	0	416	420	10	14	612	10.4
seq_0	db_seq_137	100.000	5	0	0	31	35	14	10	612	10.4
seq_0	db_seq_137	100.000	5	0	0	155	159	18	14	612	10.4
seq_0	db_seq_137	100.000	5	0	0	46	50	15	19	612	10.4
seq_0	db_seq_137	100.000	5	0	0	106	110	15	19	612	10.4
seq_0	db_seq_137	100.000	5	0	0	261	265	19	15	612	10.4
seq_0	db_seq_137	100.000	5	0	0	226	230	15	19	612	10.4
seq_0	db_seq_137	100.000	5	0	0	181	185	19	15	612	10.4
seq_0	db_seq_137	100.000	5	0	0	141	145	19	15	612	10.4
seq_0	db_seq_137	100.000	5	0	0	21	25	19	15	612	10.4
seq_0	db_seq_137	100.000	5	0	0	129	133	20	16	612	10.4
seq_0	db_seq_114	100.000	20	0	0	421	440	20	1	2.81e-06	38.1
seq_0	db_seq_114	100.000	11	0	0	91	101	1	11	0.28	21.4
seq_0	db_seq_114	100.000	11	0	0	381	391	20	10	0.28	21.4
seq_0	db_seq_114	100.000	10	0	0	201	210	20	11	1.0	19.6
seq_0	db_seq_114	100.000	10	0	0	281	290	11	20	1.0	19.6
seq_0	db_seq_114	100.000	10	0	0	81	90	20	11	1.0	19.6
seq_0	db_seq_114	84.615	13	0	2	352	364	6	16	170	12.2
seq_0	db_seq_114	88.889	9	1	0	385	393	10	18	170	12.2
seq_0	db_seq_114	100.000	5	0	0	331	335	9	5	612	10.4
seq_0	db_seq_114	88.889	9	0	1	452	460	6	13	612	10.4
seq_0	db_seq_114	87.500	8	1	0	306	313	7	14	612	10.4
seq_0	db_seq_114	100.000	5	0	0	128	132	16	12	612	10.4
seq_0	db_seq_112	100.000	20	0	0	91	110	1	20	2.81e-06	38.1
seq_0	db_seq_112	100.000	11	0	0	430	440	11	1	0.28	21.4
seq_0	db_seq_112	92.857	14	1	0	261	274	20	7	0.28	21.4
seq_0	db_seq_112	100.000	10	0	0	41	50	11	20	1.0	19.6
seq_0	db_seq_112	100.000	10	0	0	221	230	11	20	1.0	19.6
seq_0	db_seq_112	100.000	10	0	0	181	190	20	11	1.0	19.6
seq_0	db_seq_112	100.000	10	0	0	141	150	20	11	1.0	19.6
seq_0	db_seq_112	100.000	10	0	0	21	30	20	11	1.0	19.6
seq_0	db_seq_112	100.000	5	0	0	331	335	9	5	612	10.4
seq_0	db_seq_112	100.000	5	0	0	352	356	6	10	612	10.4
seq_0	db_seq_112	100.000	5	0	0	452	456	6	10	612	10.4
seq_0	db_seq_112	83.333	12	1	1	30	40	8	19	612	10.4
seq_0	db_seq_112	81.818	11	2	0	155	165	19	9	612	10.4
seq_0	db_seq_112	100.000	5	0	0	442	446	20	16	612	10.4
seq_0	db_seq_112	100.000	5	0	0	20	24	16	20	612	10.4
seq_0	db_seq_112	100.000	5	0	0	342	346	20	16	612	10.4
seq_0	db_seq_112	100.000	5	0	0	140	144	16	20	612	10.4
seq_0	db_seq_112	100.000	5	0	0	165	169	16	20	612	10.4
seq_0	db_seq_112	100.000	5	0	0	180	184	16	20	612	10.4
seq_0	db_seq_112	100.000	5	0	0	227	231	20	16	612	10.4
seq_0	db_seq_112	100.000	5	0	0	107	111	20	16	612	10.4
seq_0	db_seq_112	100.000	5	0	0	405	409	16	20	612	10.4
seq_0	db_seq_112	100.000	5	0	0	47	51	20	16	612	10.4
seq_0	db_seq_112	100.000	5	0	0	2	6	20	16	612	10.4
seq_0	db_seq_105	100.000	20	0	0	441	460	20	1	2.81e-06	38.1
seq_0	db_seq_105	100.000	20	0	0	341	360	20	1	2.81e-06	38.1
seq_0	db_seq_105	100.000	13	0	0	398	410	8	20	0.022	25.1
seq_0	db_seq_105	100.000	10	0	0	161	170	11	20	1.0	19.6
seq_0	db_seq_105	100.000	10	0	0	1	10	20	11	1.0	19.6
seq_0	db_seq_105	100.000	7	0	0	138	144	13	19	47	14.0
seq_0	db_seq_105	100.000	7	0	0	178	184	13	19	47	14.0
seq_0	db_seq_105	100.000	7	0	0	227	233	19	13	47	14.0
seq_0	db_seq_105	100.000	7	0	0	107	113	19	13	47	14.0
seq_0	db_seq_105	100.000	6	0	0	249	254	16	11	170	12.2
seq_0	db_seq_105	100.000	6	0	0	317	322	11	16	170	12.2
seq_0	db_seq_105	88.889	9	1	0	187	195	12	20	170	12.2
seq_0	db_seq_105	88.889	9	1	0	36	44	20	12	170	12.2
seq_0	db_seq_105	100.000	6	0	0	19	24	14	19	170	12.2
seq_0	db_seq_105	100.000	6	0	0	47	52	19	14	170	12.2
seq_0	db_seq_105	88.889	9	0	1	428	435	1	9	612	10.4
seq_0	db_seq_105	100.000	5	0	0	88	92	1	5	612	10.4
seq_0	db_seq_105	100.000	5	0	0	308	312	5	1	612	10.4
seq_0	db_seq_105	87.500	8	1	0	76	83	3	10	612	10.4
seq_0	db_seq_105	87.500	8	1	0	196	203	3	10	612	10.4
seq_0	db_seq_105	87.500	8	1	0	376	383	3	10	612	10.4
seq_0	db_seq_105	87.500	8	1	0	416	423	3	10	612	10.4
seq_0	db_seq_105	100.000	5	0	0	96	100	9	5	612	10.4
seq_0	db_seq_105	100.000	5	0	0	155	159	18	14	612	10.4
seq_0	db_seq_105	100.000	5	0	0	46	50	15	19	612	10.4
seq_0	db_seq_105	100.000	5	0	0	106	110	15	19	612	10.4
seq_0	db_seq_105	100.000	5	0	0	261	265	19	15	612	10.4
seq_0	db_seq_105	100.000	5	0	0	226	230	15	19	612	10.4
seq_0	db_seq_105	100.000	5	0	0	181	185	19	15	612	10.4
seq_0	db_seq_105	100.000	5	0	0	141	145	19	15	612	10.4
seq_0	db_seq_105	100.000	5	0	0	21	25	19	15	612	10.4
seq_0	db_seq_105	100.000	5	0	0	129	133	20	16	612	10.4
seq_0	db_seq_94	100.000	20	0	0	241	260	20	1	2.81e-06	38.1
seq_0	db_seq_94	100.000	20	0	0	311	330	1	20	2.81e-06	38.1
seq_0	db_seq_94	100.000	10	0	0	71	80	1	10	1.0	19.6
seq_0	db_seq_94	100.000	10	0	0	131	140	1	10	1.0	19.6
seq_0	db_seq_94	100.000	10	0	0	171	180	1	10	1.0	19.6
seq_0	db_seq_94	100.000	10	0	0	191	200	1	10	1.0	19.6
seq_0	db_seq_94	100.000	10	0	0	231	240	10	1	1.0	19.6
seq_0	db_seq_94	100.000	10	0	0	111	120	10	1	1.0	19.6
seq_0	db_seq_94	100.000	10	0	0	371	380	1	10	1.0	19.6
seq_0	db_seq_94	100.000	10	0	0	411	420	1	10	1.0	19.6
seq_0	db_seq_94	100.000	10	0	0	31	40	10	1	1.0	19.6
seq_0	db_seq_94	100.000	7	0	0	160	166	6	12	47	14.0
seq_0	db_seq_94	100.000	6	0	0	445	450	12	7	170	12.2
seq_0	db_seq_94	100.000	6	0	0	345	350	12	7	170	12.2
seq_0	db_seq_94	100.000	6	0	0	401	406	7	12	170	12.2
seq_0	db_seq_94	100.000	6	0	0	5	10	12	7	170	12.2
seq_0	db_seq_94	100.000	6	0	0	187	192	8	13	170	12.2
seq_0	db_seq_94	100.000	6	0	0	39	44	13	8	170	12.2
seq_0	db_seq_94	100.000	6	0	0	327	332	10	15	170	12.2
seq_0	db_seq_94	100.000	5	0	0	127	131	7	3	612	10.4
seq_0	db_seq_94	100.000	5	0	0	12	16	12	16	612	10.4
seq_0	db_seq_94	100.000	5	0	0	212	216	12	16	612	10.4
seq_0	db_seq_94	100.000	5	0	0	292	296	12	16	612	10.4
seq_0	db_seq_94	100.000	5	0	0	55	59	16	12	612	10.4
seq_0	db_seq_90	100.000	20	0	0	71	90	1	20	2.81e-06	38.1
seq_0	db_seq_90	100.000	20	0	0	191	210	1	20	2.81e-06	38.1
seq_0	db_seq_90	100.000	20	0	0	371	390	1	20	2.81e-06	38.1
seq_0	db_seq_90	100.000	20	0	0	411	430	1	20	2.81e-06	38.1
seq_0	db_seq_90	100.000	10	0	0	131	140	1	10	1.0	19.6
seq_0	db_seq_90	100.000	10	0	0	171	180	1	10	1.0	19.6
seq_0	db_seq_90	100.000	10	0	0	251	260	10	1	1.0	19.6
seq_0	db_seq_90	100.000	10	0	0	231	240	10	1	1.0	19.6
seq_0	db_seq_90	100.000	10	0	0	311	320	1	10	1.0	19.6
seq_0	db_seq_90	100.000	10	0	0	111	120	10	1	1.0	19.6
seq_0	db_seq_90	100.000	10	0	0	31	40	10	1	1.0	19.6
seq_0	db_seq_90	100.000	10	0	0	281	290	20	11	1.0	19.6
seq_0	db_seq_90	100.000	5	0	0	127	131	7	3	612	10.4
seq_0	db_seq_90	87.500	8	1	0	451	458	13	6	612	10.4
seq_0	db_seq_90	87.500	8	1	0	351	358	13	6	612	10.4
seq_0	db_seq_90	100.000	5	0	0	160	164	6	10	612	10.4
seq_0	db_seq_90	87.500	8	1	0	389	396	17	10	612	10.4
seq_0	db_seq_90	100.000	5	0	0	128	132	15	19	612	10.4
seq_0	db_seq_85	100.000	20	0	0	131	150	1	20	2.81e-06	38.1
seq_0	db_seq_85	100.000	20	0	0	171	190	1	20	2.81e-06	38.1
seq_0	db_seq_85	100.000	20	0	0	221	240	20	1	2.81e-06	38.1
seq_0	db_seq_85	100.000	20	0	0	101	120	20	1	2.81e-06	38.1
seq_0	db_seq_85	100.000	12	0	0	19	30	9	20	0.079	23.3
seq_0	db_seq_85	100.000	12	0	0	41	52	20	9	0.079	23.3
seq_0	db_seq_85	100.000	10	0	0	71	80	1	10	1.0	19.6
seq_0	db_seq_85	100.000	10	0	0	191	200	1	10	1.0	19.6
seq_0	db_seq_85	100.000	10	0	0	251	260	10	1	1.0	19.6
seq_0	db_seq_85	100.000	10	0	0	311	320	1	10	1.0	19.6
seq_0	db_seq_85	100.000	10	0	0	371	380	1	10	1.0	19.6
seq_0	db_seq_85	100.000	10	0	0	411	420	1	10	1.0	19.6
seq_0	db_seq_85	100.000	10	0	0	31	40	10	1	1.0	19.6
seq_0	db_seq_85	100.000	10	0	0	261	270	11	20	1.0	19.6
seq_0	db_seq_85	100.000	7	0	0	442	448	14	8	47	14.0
seq_0	db_seq_85	100.000	7	0	0	342	348	14	8	47	14.0
seq_0	db_seq_85	100.000	7	0	0	163	169	8	14	47	14.0
seq_0	db_seq_85	100.000	7	0	0	403	409	8	14	47	14.0
seq_0	db_seq_85	100.000	7	0	0	2	8	14	8	47	14.0
seq_0	db_seq_85	100.000	6	0	0	46	51	10	15	170	12.2
seq_0	db_seq_85	100.000	6	0	0	106	111	10	15	170	12.2
seq_0	db_seq_85	100.000	6	0	0	226	231	10	15	170	12.2
seq_0	db_seq_85	100.000	6	0	0	180	185	15	10	170	12.2
seq_0	db_seq_85	100.000	6	0	0	140	145	15	10	170	12.2
seq_0	db_seq_85	100.000	6	0	0	20	25	15	10	170	12.2
seq_0	db_seq_85	100.000	5	0	0	127	131	7	3	612	10.4
seq_0	db_seq_85	100.000	5	0	0	155	159	13	9	612	10.4
seq_0	db_seq_85	100.000	5	0	0	261	265	14	10	612	10.4
seq_0	db_seq_85	100.000	5	0	0	2	6	11	15	612	10.4
seq_0	db_seq_85	100.000	5	0	0	405	409	15	11	612	10.4
seq_0	db_seq_85	100.000	5	0	0	165	169	15	11	612	10.4
seq_0	db_seq_85	100.000	5	0	0	342	346	11	15	612	10.4
seq_0	db_seq_85	100.000	5	0	0	442	446	11	15	612	10.4
